timestamp,sede_id,sede,horizon_hours,yhat
2025-10-31 12:00:00,UPTC_CHI,Chiquinquirá,24,1.1995903
2025-10-31 12:00:00,UPTC_DUI,Duitama,24,5.233027
2025-10-31 12:00:00,UPTC_SOG,Sogamoso,24,5.1668015
2025-10-31 12:00:00,UPTC_TUN,Tunja,24,0.6150708
2025-10-31 12:00:00,uptc_chi,Chiquinquirá,24,1.2283462
2025-10-31 12:00:00,uptc_dui,Duitama,24,2.9647164
2025-10-31 12:00:00,uptc_sog,Sogamoso,24,9.389938
2025-10-31 12:00:00,uptc_tun,Tunja,24,0.9804813
2025-10-31 13:00:00,UPTC-CHI,Chiquinquirá,24,1.311456
2025-10-31 13:00:00,UPTC-DUI,Duitama,24,3.38132
2025-10-31 13:00:00,UPTC-SOG,Sogamoso,24,8.84676
2025-10-31 13:00:00,UPTC-TUN,Tunja,24,1.9358482
2025-10-31 13:00:00,UPTC_CHI,Chiquinquirá,24,1.0209043
2025-10-31 13:00:00,UPTC_DUI,Duitama,24,4.0135245
2025-10-31 13:00:00,UPTC_SOG,Sogamoso,24,4.4577193
2025-10-31 13:00:00,UPTC_TUN,Tunja,24,0.48637015
2025-10-31 13:00:00,uptc_chi,Chiquinquirá,24,5.7913914
2025-10-31 13:00:00,uptc_dui,Duitama,24,10.138022
2025-10-31 13:00:00,uptc_sog,Sogamoso,24,7.3890324
2025-10-31 13:00:00,uptc_tun,Tunja,24,1.3479462
2025-10-31 14:00:00,UPTC-CHI,Chiquinquirá,24,5.1598363
2025-10-31 14:00:00,UPTC-DUI,Duitama,24,4.764696
2025-10-31 14:00:00,UPTC-SOG,Sogamoso,24,2.4578178
2025-10-31 14:00:00,UPTC-TUN,Tunja,24,8.778238
2025-10-31 14:00:00,UPTC_CHI,Chiquinquirá,24,1.7254099
2025-10-31 14:00:00,UPTC_DUI,Duitama,24,5.007041
2025-10-31 14:00:00,UPTC_SOG,Sogamoso,24,5.198663
2025-10-31 14:00:00,UPTC_TUN,Tunja,24,1.1838888
2025-10-31 14:00:00,uptc_chi,Chiquinquirá,24,1.9794462
2025-10-31 14:00:00,uptc_dui,Duitama,24,7.5476394
2025-10-31 14:00:00,uptc_sog,Sogamoso,24,4.3884773
2025-10-31 14:00:00,uptc_tun,Tunja,24,2.4093938
2025-10-31 15:00:00,UPTC-CHI,Chiquinquirá,24,2.5282362
2025-10-31 15:00:00,UPTC-DUI,Duitama,24,3.9309418
2025-10-31 15:00:00,UPTC-SOG,Sogamoso,24,3.7901473
2025-10-31 15:00:00,UPTC-TUN,Tunja,24,11.072633
2025-10-31 15:00:00,UPTC_CHI,Chiquinquirá,24,1.7269039
2025-10-31 15:00:00,UPTC_DUI,Duitama,24,5.1256213
2025-10-31 15:00:00,UPTC_SOG,Sogamoso,24,5.065129
2025-10-31 15:00:00,UPTC_TUN,Tunja,24,1.7371187
2025-10-31 15:00:00,uptc_chi,Chiquinquirá,24,2.015686
2025-10-31 15:00:00,uptc_dui,Duitama,24,6.987841
2025-10-31 15:00:00,uptc_sog,Sogamoso,24,4.943376
2025-10-31 15:00:00,uptc_tun,Tunja,24,2.743199
2025-10-31 16:00:00,UPTC-CHI,Chiquinquirá,24,7.3219495
2025-10-31 16:00:00,UPTC-DUI,Duitama,24,4.8533115
2025-10-31 16:00:00,UPTC-SOG,Sogamoso,24,6.051071
2025-10-31 16:00:00,UPTC-TUN,Tunja,24,0.99122554
2025-10-31 16:00:00,UPTC_CHI,Chiquinquirá,24,2.14546
2025-10-31 16:00:00,UPTC_DUI,Duitama,24,5.8250265
2025-10-31 16:00:00,UPTC_SOG,Sogamoso,24,5.476698
2025-10-31 16:00:00,UPTC_TUN,Tunja,24,1.6025633
2025-10-31 16:00:00,uptc_chi,Chiquinquirá,24,1.9626594
2025-10-31 16:00:00,uptc_dui,Duitama,24,5.4069934
2025-10-31 16:00:00,uptc_sog,Sogamoso,24,10.529794
2025-10-31 16:00:00,uptc_tun,Tunja,24,3.1611195
2025-10-31 17:00:00,UPTC-CHI,Chiquinquirá,24,0.9317994
2025-10-31 17:00:00,UPTC-DUI,Duitama,24,3.1266375
2025-10-31 17:00:00,UPTC-SOG,Sogamoso,24,3.7936766
2025-10-31 17:00:00,UPTC-TUN,Tunja,24,1.7344353
2025-10-31 17:00:00,UPTC_CHI,Chiquinquirá,24,2.1514204
2025-10-31 17:00:00,UPTC_DUI,Duitama,24,5.8959193
2025-10-31 17:00:00,UPTC_SOG,Sogamoso,24,5.7497296
2025-10-31 17:00:00,UPTC_TUN,Tunja,24,1.7334197
2025-10-31 17:00:00,uptc_chi,Chiquinquirá,24,3.7374866
2025-10-31 17:00:00,uptc_dui,Duitama,24,12.033165
2025-10-31 17:00:00,uptc_sog,Sogamoso,24,3.98912
2025-10-31 17:00:00,uptc_tun,Tunja,24,2.5379546
2025-10-31 18:00:00,UPTC-CHI,Chiquinquirá,24,4.3541408
2025-10-31 18:00:00,UPTC-DUI,Duitama,24,3.3917887
2025-10-31 18:00:00,UPTC-SOG,Sogamoso,24,2.8702056
2025-10-31 18:00:00,UPTC-TUN,Tunja,24,3.2591803
2025-10-31 18:00:00,UPTC_CHI,Chiquinquirá,24,0.528116
2025-10-31 18:00:00,UPTC_DUI,Duitama,24,2.9823325
2025-10-31 18:00:00,UPTC_SOG,Sogamoso,24,3.4735284
2025-10-31 18:00:00,UPTC_TUN,Tunja,24,1.1631728
2025-10-31 18:00:00,uptc_chi,Chiquinquirá,24,4.0909295
2025-10-31 18:00:00,uptc_dui,Duitama,24,8.615463
2025-10-31 18:00:00,uptc_sog,Sogamoso,24,7.651869
2025-10-31 18:00:00,uptc_tun,Tunja,24,1.6946865
2025-10-31 19:00:00,UPTC-CHI,Chiquinquirá,24,0.6694211
2025-10-31 19:00:00,UPTC-DUI,Duitama,24,3.536667
2025-10-31 19:00:00,UPTC-SOG,Sogamoso,24,3.751436
2025-10-31 19:00:00,UPTC-TUN,Tunja,24,1.0716246
2025-10-31 19:00:00,UPTC_CHI,Chiquinquirá,24,0.58495146
2025-10-31 19:00:00,UPTC_DUI,Duitama,24,3.0076964
2025-10-31 19:00:00,UPTC_SOG,Sogamoso,24,3.562547
2025-10-31 19:00:00,UPTC_TUN,Tunja,24,1.2743453
2025-10-31 19:00:00,uptc_chi,Chiquinquirá,24,1.2415026
2025-10-31 19:00:00,uptc_dui,Duitama,24,3.8947315
2025-10-31 19:00:00,uptc_sog,Sogamoso,24,3.2258728
2025-10-31 19:00:00,uptc_tun,Tunja,24,1.887647
2025-10-31 20:00:00,UPTC-CHI,Chiquinquirá,24,0.28076723
2025-10-31 20:00:00,UPTC-DUI,Duitama,24,3.210446
2025-10-31 20:00:00,UPTC-SOG,Sogamoso,24,3.1847014
2025-10-31 20:00:00,UPTC-TUN,Tunja,24,0.33099794
2025-10-31 20:00:00,UPTC_CHI,Chiquinquirá,24,0.45707697
2025-10-31 20:00:00,UPTC_DUI,Duitama,24,3.0414507
2025-10-31 20:00:00,UPTC_SOG,Sogamoso,24,3.4632003
2025-10-31 20:00:00,UPTC_TUN,Tunja,24,1.1412858
2025-10-31 20:00:00,uptc_chi,Chiquinquirá,24,3.7513802
2025-10-31 20:00:00,uptc_dui,Duitama,24,4.3304524
2025-10-31 20:00:00,uptc_sog,Sogamoso,24,3.0891922
2025-10-31 20:00:00,uptc_tun,Tunja,24,1.6018379
2025-10-31 21:00:00,UPTC-CHI,Chiquinquirá,24,-0.16498907
2025-10-31 21:00:00,UPTC-DUI,Duitama,24,3.0135338
2025-10-31 21:00:00,UPTC-SOG,Sogamoso,24,3.6269066
2025-10-31 21:00:00,UPTC-TUN,Tunja,24,0.79720247
2025-10-31 21:00:00,UPTC_CHI,Chiquinquirá,24,0.68181944
2025-10-31 21:00:00,UPTC_DUI,Duitama,24,2.272968
2025-10-31 21:00:00,UPTC_SOG,Sogamoso,24,2.4278452
2025-10-31 21:00:00,UPTC_TUN,Tunja,24,0.9268883
2025-10-31 21:00:00,uptc_chi,Chiquinquirá,24,1.0954103
2025-10-31 21:00:00,uptc_dui,Duitama,24,2.308539
2025-10-31 21:00:00,uptc_sog,Sogamoso,24,3.6304495
2025-10-31 21:00:00,uptc_tun,Tunja,24,1.7773508
2025-10-31 22:00:00,UPTC-CHI,Chiquinquirá,24,0.1651298
2025-10-31 22:00:00,UPTC-DUI,Duitama,24,3.9528167
2025-10-31 22:00:00,UPTC-SOG,Sogamoso,24,3.7785058
2025-10-31 22:00:00,UPTC-TUN,Tunja,24,1.9729083
2025-10-31 22:00:00,UPTC_CHI,Chiquinquirá,24,0.6815498
2025-10-31 22:00:00,UPTC_DUI,Duitama,24,2.224278
2025-10-31 22:00:00,UPTC_SOG,Sogamoso,24,2.394927
2025-10-31 22:00:00,UPTC_TUN,Tunja,24,0.9746673
2025-10-31 22:00:00,uptc_chi,Chiquinquirá,24,1.0472203
2025-10-31 22:00:00,uptc_dui,Duitama,24,4.647072
2025-10-31 22:00:00,uptc_sog,Sogamoso,24,4.040011
2025-10-31 22:00:00,uptc_tun,Tunja,24,2.5812204
2025-10-31 23:00:00,UPTC-CHI,Chiquinquirá,24,-0.7365075
2025-10-31 23:00:00,UPTC-DUI,Duitama,24,3.7589266
2025-10-31 23:00:00,UPTC-SOG,Sogamoso,24,2.4858506
2025-10-31 23:00:00,UPTC-TUN,Tunja,24,2.2384236
2025-10-31 23:00:00,UPTC_CHI,Chiquinquirá,24,0.6814504
2025-10-31 23:00:00,UPTC_DUI,Duitama,24,2.2689734
2025-10-31 23:00:00,UPTC_SOG,Sogamoso,24,2.4250908
2025-10-31 23:00:00,UPTC_TUN,Tunja,24,0.93162614
2025-10-31 23:00:00,uptc_chi,Chiquinquirá,24,1.8274395
2025-10-31 23:00:00,uptc_dui,Duitama,24,4.299487
2025-10-31 23:00:00,uptc_sog,Sogamoso,24,3.9531639
2025-10-31 23:00:00,uptc_tun,Tunja,24,1.9749256
2025-11-01 00:00:00,UPTC-CHI,Chiquinquirá,24,-1.070636
2025-11-01 00:00:00,UPTC-DUI,Duitama,24,2.043033
2025-11-01 00:00:00,UPTC-SOG,Sogamoso,24,1.3988146
2025-11-01 00:00:00,UPTC-TUN,Tunja,24,1.6397487
2025-11-01 00:00:00,UPTC_CHI,Chiquinquirá,24,0.65603644
2025-11-01 00:00:00,UPTC_DUI,Duitama,24,2.0080287
2025-11-01 00:00:00,UPTC_SOG,Sogamoso,24,2.4860349
2025-11-01 00:00:00,UPTC_TUN,Tunja,24,1.078152
2025-11-01 00:00:00,uptc_chi,Chiquinquirá,24,0.8309309
2025-11-01 00:00:00,uptc_dui,Duitama,24,3.7965922
2025-11-01 00:00:00,uptc_sog,Sogamoso,24,2.7907119
2025-11-01 00:00:00,uptc_tun,Tunja,24,0.047087137
